model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
5 Series,2013,Automatic,73876,Diesel,145,55.4,3.0,11299
1 Series,2016,Manual,34683,Diesel,0,83.1,1.5,11000
2 Series,2019,Automatic,3286,Petrol,145,39.8,3.0,27500
1 Series,2015,Automatic,82876,Petrol,235,37.7,3.0,13500
3 Series,2019,Semi-Auto,5000,Diesel,145,52.3,2.0,28999
3 Series,2019,Automatic,10850,Diesel,145,43.5,3.0,39600
X4,2019,Semi-Auto,8515,Petrol,145,26.9,3.0,42550
1 Series,2014,Semi-Auto,56355,Petrol,235,37.7,3.0,14950
1 Series,2017,Semi-Auto,15385,Diesel,145,61.4,2.0,19680
3 Series,2018,Semi-Auto,36646,Diesel,145,53.3,3.0,21560
3 Series,2016,Automatic,63000,Diesel,125,57.6,2.0,14990
3 Series,2018,Automatic,42967,Petrol,150,48.7,2.0,18990
1 Series,2015,Automatic,58283,Diesel,30,64.2,2.0,9890
4 Series,2016,Semi-Auto,34171,Diesel,145,55.4,3.0,19880
2 Series,2018,Automatic,3924,Petrol,145,50.4,1.5,18999
1 Series,2015,Semi-Auto,67500,Diesel,20,67.3,2.0,11950
2 Series,2015,Manual,19361,Diesel,30,64.2,2.0,15995
1 Series,2018,Automatic,14037,Petrol,145,54.3,1.5,17500
2 Series,2019,Semi-Auto,15470,Diesel,150,47.1,2.0,21950
5 Series,2020,Semi-Auto,8,Hybrid,145,60.1,2.0,31450
1 Series,2017,Manual,81980,Diesel,30,65.7,2.0,10500
1 Series,2017,Semi-Auto,32000,Petrol,200,39.8,3.0,20081
M4,2019,Semi-Auto,2373,Petrol,145,34.0,3.0,45999
2 Series,2019,Semi-Auto,5499,Petrol,145,47.9,2.0,24494
X1,2016,Semi-Auto,25216,Diesel,125,60.1,2.0,17990
2 Series,2018,Semi-Auto,11984,Petrol,145,48.7,2.0,18791
4 Series,2017,Manual,38840,Diesel,125,60.1,2.0,16500
2 Series,2017,Manual,33859,Diesel,30,64.2,2.0,14000
X1,2016,Manual,55000,Diesel,125,58.9,2.0,15270
M4,2016,Semi-Auto,21533,Petrol,300,34.0,3.0,31870
3 Series,2014,Automatic,44900,Diesel,125,58.9,2.0,15690
1 Series,2017,Manual,85940,Diesel,0,83.1,1.5,8500
3 Series,2010,Manual,93261,Diesel,125,60.1,2.0,6295
1 Series,2015,Manual,11524,Diesel,0,83.1,1.5,11100
2 Series,2018,Semi-Auto,22480,Petrol,145,50.4,1.5,17498
5 Series,2016,Automatic,35487,Diesel,30,65.7,2.0,15499
4 Series,2019,Automatic,123,Petrol,145,48.7,2.0,30331
5 Series,2019,Automatic,1524,Hybrid,135,141.3,2.0,34850
X3,2016,Automatic,43410,Diesel,145,54.3,2.0,17600
4 Series,2016,Automatic,34990,Diesel,30,65.7,2.0,13899
1 Series,2017,Semi-Auto,12967,Petrol,200,39.8,3.0,21798
3 Series,2016,Semi-Auto,42328,Diesel,30,62.8,2.0,15290
6 Series,2016,Semi-Auto,15668,Petrol,260,35.8,3.0,26580
5 Series,2019,Semi-Auto,5000,Diesel,145,62.8,2.0,29998
X3,2019,Semi-Auto,5664,Diesel,145,54.3,2.0,36500
1 Series,2016,Automatic,52874,Petrol,235,37.7,3.0,15997
5 Series,2020,Semi-Auto,102,Diesel,145,55.4,2.0,34795
X3,2017,Automatic,51206,Diesel,145,54.3,2.0,16950
X2,2020,Semi-Auto,10,Petrol,150,34.0,2.0,34990
5 Series,2019,Semi-Auto,6260,Petrol,150,50.4,2.0,26771
X2,2018,Semi-Auto,13056,Diesel,145,61.4,2.0,21995
1 Series,2016,Manual,38936,Diesel,20,72.4,1.5,10340
2 Series,2020,Semi-Auto,11,Petrol,150,50.4,1.5,21890
3 Series,2016,Manual,18520,Petrol,200,43.5,2.0,16999
2 Series,2016,Automatic,20937,Petrol,125,51.4,1.5,14879
X6,2015,Semi-Auto,26100,Diesel,205,45.6,3.0,25000
4 Series,2015,Automatic,46028,Diesel,125,58.9,2.0,16999
X5,2017,Automatic,21379,Diesel,200,47.1,3.0,31900
X2,2020,Semi-Auto,10,Petrol,145,43.5,1.5,22980
1 Series,2016,Manual,35000,Petrol,125,52.3,1.5,11490
2 Series,2017,Manual,36045,Diesel,0,74.3,1.5,13991
7 Series,2019,Automatic,4202,Diesel,145,41.5,3.0,50850
1 Series,2013,Manual,60000,Diesel,30,65.7,2.0,7675
1 Series,2014,Automatic,28893,Petrol,235,37.7,3.0,15295
5 Series,2016,Semi-Auto,19218,Diesel,30,62.8,2.0,17498
X3,2019,Semi-Auto,1299,Diesel,145,54.3,2.0,35600
M6,2016,Semi-Auto,19000,Petrol,555,27.4,4.4,36995
2 Series,2014,Automatic,39573,Petrol,260,37.2,3.0,16999
X3,2019,Semi-Auto,6570,Petrol,145,34.5,3.0,47440
X6,2020,Semi-Auto,1075,Petrol,150,26.4,3.0,54975
X1,2017,Semi-Auto,6550,Diesel,145,60.1,2.0,21495
3 Series,2014,Manual,70643,Diesel,30,62.8,2.0,9990
2 Series,2017,Automatic,31096,Diesel,150,68.9,2.0,13100
1 Series,2016,Manual,23139,Petrol,300,35.3,3.0,18402
X1,2011,Automatic,70582,Diesel,200,45.6,2.0,7950
X5,2019,Semi-Auto,5853,Diesel,145,37.7,3.0,52995
X7,2019,Automatic,5929,Diesel,145,31.4,3.0,72500
X1,2014,Semi-Auto,50924,Diesel,160,52.3,2.0,11000
X1,2016,Automatic,13165,Diesel,145,55.4,2.0,18750
4 Series,2017,Automatic,22771,Diesel,145,55.4,3.0,19491
X7,2019,Semi-Auto,6391,Diesel,145,33.6,3.0,72430
3 Series,2017,Manual,33600,Diesel,30,64.2,2.0,14500
X3,2017,Automatic,10897,Diesel,150,54.3,2.0,23250
5 Series,2017,Automatic,26946,Diesel,145,65.7,2.0,21720
X3,2016,Semi-Auto,29512,Diesel,145,54.3,2.0,21798
3 Series,2017,Automatic,27323,Diesel,160,51.4,3.0,19250
X1,2018,Semi-Auto,14409,Petrol,150,40.9,1.5,23995
5 Series,2016,Semi-Auto,31570,Diesel,30,62.8,2.0,17330
5 Series,2015,Semi-Auto,44436,Diesel,145,53.3,3.0,15998
1 Series,2019,Manual,11191,Petrol,145,53.3,1.5,15199
1 Series,2014,Manual,51344,Diesel,30,65.7,2.0,8690
3 Series,2019,Automatic,7699,Diesel,145,48.7,2.0,38500
X2,2020,Automatic,2137,Petrol,145,34.0,2.0,34990
4 Series,2016,Semi-Auto,10545,Diesel,30,65.7,2.0,18475
3 Series,2013,Manual,76247,Diesel,30,61.4,2.0,8990
2 Series,2018,Semi-Auto,5190,Petrol,150,32.5,3.0,24461
3 Series,2017,Automatic,24624,Petrol,145,51.4,2.0,14595
1 Series,2015,Manual,45853,Petrol,300,35.3,3.0,15500
1 Series,2017,Semi-Auto,42430,Diesel,145,70.6,2.0,13995
X1,2017,Semi-Auto,29866,Diesel,145,55.4,2.0,19229
1 Series,2018,Manual,10374,Diesel,145,49.6,2.0,17498
M4,2019,Automatic,144,Petrol,145,34.0,3.0,41986
5 Series,2016,Semi-Auto,21476,Diesel,30,62.8,2.0,15991
1 Series,2019,Automatic,7932,Petrol,145,47.9,2.0,24488
1 Series,2014,Manual,73824,Diesel,30,65.7,2.0,7990
2 Series,2016,Automatic,44511,Diesel,30,64.2,2.0,12400
1 Series,2016,Manual,29374,Petrol,125,53.3,1.5,11299
6 Series,2017,Automatic,28879,Petrol,145,31.0,4.4,29991
6 Series,2017,Semi-Auto,18895,Diesel,145,51.4,3.0,25998
Z4,2019,Semi-Auto,2485,Petrol,145,38.7,2.0,32449
Z4,2013,Automatic,35554,Petrol,205,41.5,2.0,13700
X3,2019,Semi-Auto,4599,Diesel,145,54.3,2.0,35292
4 Series,2016,Manual,18250,Petrol,160,46.3,2.0,17144
3 Series,2019,Semi-Auto,10622,Diesel,150,52.3,2.0,27888
2 Series,2019,Automatic,123,Diesel,145,67.3,2.0,23462
4 Series,2016,Manual,36800,Petrol,160,46.3,2.0,15495
2 Series,2017,Automatic,24194,Petrol,145,53.3,1.5,14500
4 Series,2019,Semi-Auto,19856,Diesel,145,65.7,2.0,21998
3 Series,2008,Manual,130000,Petrol,155,46.3,2.0,2675
5 Series,2014,Semi-Auto,28500,Diesel,160,51.4,3.0,15995
1 Series,2013,Manual,63861,Diesel,30,65.7,2.0,7500
4 Series,2018,Semi-Auto,768,Diesel,145,65.7,2.0,21500
4 Series,2016,Manual,43480,Diesel,30,62.8,2.0,13950
Z4,2019,Automatic,824,Petrol,145,38.7,2.0,32550
X5,2017,Automatic,54000,Diesel,150,42.8,3.0,33500
X2,2020,Automatic,101,Petrol,145,42.2,1.5,30000
3 Series,2009,Manual,91000,Diesel,125,57.6,2.0,4740
2 Series,2020,Semi-Auto,10,Diesel,150,47.1,2.0,26490
1 Series,2019,Manual,7645,Petrol,145,41.5,1.5,24490
2 Series,2019,Semi-Auto,9401,Diesel,145,56.5,1.5,17990
X5,2019,Semi-Auto,6224,Diesel,145,36.7,3.0,47500
1 Series,2017,Manual,10,Petrol,125,53.3,1.5,19490
Z4,2009,Automatic,63179,Petrol,300,33.2,2.5,7999
3 Series,2016,Manual,49669,Diesel,30,67.3,2.0,11998
5 Series,2019,Automatic,6814,Diesel,145,60.1,3.0,36995
3 Series,2016,Automatic,61852,Diesel,200,49.6,3.0,17400
4 Series,2017,Semi-Auto,17329,Diesel,160,50.4,3.0,23760
2 Series,2017,Semi-Auto,20000,Petrol,150,50.4,1.5,18990
i8,2014,Automatic,41237,Hybrid,0,134.5,1.5,43497
2 Series,2019,Automatic,4013,Petrol,145,53.3,1.5,20276
2 Series,2019,Semi-Auto,6093,Petrol,145,50.4,2.0,21980
X2,2020,Semi-Auto,5,Petrol,145,39.8,2.0,31990
1 Series,2016,Manual,30000,Diesel,0,83.1,1.5,9995
5 Series,2019,Semi-Auto,2420,Hybrid,135,156.9,2.0,30980
3 Series,2017,Manual,20087,Petrol,165,44.8,2.0,18000
X1,2017,Manual,33941,Diesel,125,58.9,2.0,16780
3 Series,2014,Automatic,61829,Diesel,125,57.6,3.0,13499
3 Series,2017,Manual,24719,Diesel,150,67.3,2.0,14498
X5,2019,Automatic,3080,Diesel,145,37.7,3.0,49980
5 Series,2018,Semi-Auto,28399,Petrol,150,39.2,3.0,29995
1 Series,2015,Manual,34473,Petrol,125,52.3,1.5,12250
X1,2016,Manual,52422,Diesel,125,58.9,2.0,14998
1 Series,2017,Manual,33094,Diesel,20,72.4,1.5,13998
2 Series,2018,Semi-Auto,6614,Petrol,145,36.2,2.0,20642
2 Series,2016,Automatic,45458,Diesel,20,68.9,2.0,12590
2 Series,2016,Automatic,50791,Diesel,20,68.9,2.0,11000
X5,2017,Automatic,30000,Other,130,85.6,2.0,34999
X4,2019,Automatic,5769,Diesel,145,37.2,3.0,41980
4 Series,2019,Automatic,5627,Petrol,145,45.6,2.0,25488
1 Series,2019,Manual,6047,Petrol,145,56.5,1.5,17998
5 Series,2017,Semi-Auto,25544,Diesel,145,65.7,2.0,23495
1 Series,2016,Manual,36000,Diesel,20,68.9,2.0,10490
2 Series,2015,Manual,37500,Diesel,20,68.9,2.0,9995
X1,2013,Automatic,46217,Diesel,165,52.3,2.0,10440
3 Series,2019,Semi-Auto,4670,Petrol,145,34.9,3.0,41513
3 Series,2016,Automatic,32869,Diesel,30,67.3,2.0,13850
3 Series,2018,Automatic,11261,Petrol,145,41.5,3.0,26000
5 Series,2019,Semi-Auto,102,Petrol,145,50.4,2.0,34995
3 Series,2014,Semi-Auto,49500,Diesel,30,62.8,2.0,11470
4 Series,2016,Semi-Auto,15705,Petrol,145,48.7,2.0,19972
X3,2015,Automatic,58802,Diesel,145,54.3,2.0,16750
3 Series,2016,Semi-Auto,68800,Diesel,30,64.2,2.0,13990
i8,2017,Automatic,9992,Hybrid,135,134.5,1.5,59950
1 Series,2017,Manual,10417,Petrol,145,36.2,3.0,21988
X1,2020,Manual,5000,Diesel,145,40.4,2.0,28488
Z4,2020,Semi-Auto,1501,Petrol,145,38.7,2.0,34995
2 Series,2019,Automatic,9736,Petrol,145,50.4,2.0,20555
M4,2019,Automatic,299,Petrol,145,32.5,3.0,44889
4 Series,2015,Automatic,76000,Diesel,160,50.4,3.0,15490
3 Series,2019,Semi-Auto,4315,Petrol,145,42.2,2.0,26000
X2,2018,Semi-Auto,10342,Petrol,145,39.2,2.0,23000
5 Series,2019,Automatic,16267,Hybrid,140,156.9,2.0,30000
2 Series,2019,Semi-Auto,3013,Diesel,150,64.2,2.0,23975
4 Series,2019,Semi-Auto,2476,Petrol,145,48.7,2.0,27890
2 Series,2019,Semi-Auto,2664,Petrol,145,50.4,2.0,23500
X2,2019,Automatic,1325,Petrol,145,39.2,2.0,28980
1 Series,2014,Manual,38000,Diesel,30,65.7,2.0,10975
3 Series,2019,Semi-Auto,38231,Diesel,145,52.3,2.0,23895
X1,2012,Automatic,47152,Diesel,200,45.6,2.0,9199
4 Series,2019,Automatic,10,Diesel,145,60.1,2.0,33995
4 Series,2019,Automatic,4500,Diesel,145,60.1,2.0,30000
1 Series,2017,Automatic,15867,Diesel,145,61.4,2.0,19792
5 Series,2019,Semi-Auto,7730,Diesel,145,60.1,2.0,29898
1 Series,2019,Semi-Auto,8000,Petrol,145,48.7,2.0,22491
1 Series,2017,Manual,16423,Diesel,150,72.4,1.5,13500
2 Series,2020,Semi-Auto,12,Petrol,145,50.4,1.5,20980
3 Series,2017,Automatic,43703,Other,140,134.5,2.0,17950
1 Series,2016,Manual,20467,Diesel,20,70.6,1.5,12999
1 Series,2017,Manual,24780,Petrol,145,53.3,1.5,13680
4 Series,2016,Semi-Auto,19344,Petrol,235,39.2,3.0,26442
4 Series,2019,Automatic,4700,Diesel,145,58.9,2.0,27950
2 Series,2017,Automatic,14000,Diesel,145,65.7,2.0,18990
X7,2019,Semi-Auto,9200,Diesel,145,31.4,3.0,74990
2 Series,2015,Automatic,27419,Diesel,30,55.4,2.0,13290
3 Series,2016,Semi-Auto,33475,Diesel,30,64.2,2.0,17980
X4,2019,Automatic,8610,Diesel,145,40.9,3.0,38995
2 Series,2019,Manual,100,Petrol,145,52.3,1.5,20950
X3,2014,Automatic,70114,Diesel,160,50.4,2.0,13750
X1,2019,Automatic,10577,Diesel,145,60.1,2.0,24800
3 Series,2020,Automatic,10,Diesel,145,50.4,2.0,33995
2 Series,2016,Manual,24169,Petrol,125,50.4,1.5,13899
3 Series,2019,Semi-Auto,20410,Petrol,150,48.7,2.0,17480
3 Series,2017,Manual,28772,Diesel,145,60.1,2.0,18999
1 Series,2019,Manual,4168,Petrol,145,52.3,1.5,19475
5 Series,2016,Automatic,57000,Diesel,30,62.8,2.0,13990
2 Series,2019,Automatic,5054,Petrol,145,39.2,1.5,21730
1 Series,2019,Manual,5450,Diesel,145,72.4,1.5,16500
3 Series,2016,Automatic,103000,Diesel,30,64.2,2.0,11495
4 Series,2018,Semi-Auto,18501,Petrol,145,48.7,2.0,22440
5 Series,2019,Automatic,8722,Diesel,145,60.1,2.0,27698
3 Series,2017,Semi-Auto,19452,Petrol,150,45.6,2.0,17994
3 Series,2016,Automatic,28136,Diesel,145,53.3,3.0,17940
5 Series,2016,Automatic,34599,Diesel,30,62.8,2.0,15499
4 Series,2017,Automatic,18098,Petrol,145,48.7,2.0,20900
5 Series,2015,Automatic,60337,Diesel,30,62.8,2.0,12900
3 Series,2015,Semi-Auto,39029,Diesel,125,58.9,2.0,15552
4 Series,2016,Automatic,25000,Diesel,160,52.3,3.0,19199
X3,2019,Automatic,5000,Diesel,145,54.3,2.0,34000
X3,2016,Semi-Auto,26531,Diesel,145,54.3,2.0,20995
X5,2015,Automatic,62839,Diesel,200,47.9,3.0,19991
1 Series,2019,Manual,5500,Diesel,145,68.9,2.0,15995
3 Series,2016,Manual,31474,Petrol,150,48.7,2.0,13000
4 Series,2019,Automatic,4900,Petrol,145,48.7,2.0,27950
3 Series,2017,Automatic,30000,Diesel,145,51.4,3.0,20950
3 Series,2019,Automatic,999,Petrol,145,42.2,2.0,31995
5 Series,2019,Semi-Auto,101,Diesel,145,62.8,2.0,29840
1 Series,2019,Manual,2841,Petrol,145,44.1,1.5,21980
X3,2019,Automatic,169,Diesel,145,54.3,2.0,42000
X4,2019,Semi-Auto,15508,Diesel,145,40.9,3.0,36750
3 Series,2016,Semi-Auto,26711,Diesel,160,51.4,3.0,19998
M4,2019,Semi-Auto,2258,Petrol,145,34.0,3.0,48000
4 Series,2017,Manual,31959,Petrol,145,43.5,2.0,20217
3 Series,2017,Automatic,17088,Diesel,145,62.8,2.0,17895
X3,2017,Automatic,25776,Diesel,200,47.9,3.0,21750
X7,2020,Semi-Auto,4919,Diesel,145,31.4,3.0,78490
5 Series,2014,Automatic,67000,Diesel,145,55.4,2.0,13541
2 Series,2016,Semi-Auto,28280,Petrol,125,53.3,1.5,16110
3 Series,2018,Semi-Auto,19408,Diesel,150,65.7,2.0,18980
5 Series,2019,Semi-Auto,3901,Petrol,145,46.3,2.0,29700
X3,2020,Semi-Auto,10,Petrol,145,24.8,3.0,69991
X4,2016,Automatic,38900,Diesel,145,54.3,2.0,21995
3 Series,2020,Semi-Auto,5875,Diesel,145,45.6,3.0,37990
1 Series,2016,Manual,20698,Diesel,0,78.5,1.5,11988
2 Series,2020,Semi-Auto,9,Petrol,145,47.9,2.0,23990
X5,2012,Automatic,92000,Diesel,300,38.2,3.0,12990
2 Series,2019,Manual,9589,Petrol,145,40.9,1.5,15750
X1,2016,Automatic,14868,Petrol,160,44.8,2.0,18795
2 Series,2019,Semi-Auto,17303,Diesel,145,51.4,2.0,19875
2 Series,2015,Semi-Auto,55001,Diesel,20,68.9,2.0,13521
5 Series,2014,Automatic,36450,Diesel,30,62.8,2.0,11995
3 Series,2019,Semi-Auto,8200,Petrol,150,42.2,2.0,27472
3 Series,2019,Automatic,1517,Diesel,145,64.2,2.0,25950
X5,2014,Automatic,49450,Diesel,200,47.1,3.0,22150
X5,2018,Automatic,15245,Diesel,150,47.1,3.0,34650
5 Series,2017,Semi-Auto,9750,Diesel,150,56.5,3.0,30000
6 Series,2015,Automatic,22797,Diesel,160,49.6,3.0,19199
1 Series,2019,Automatic,9112,Petrol,145,39.8,3.0,23499
X3,2019,Automatic,7345,Petrol,145,30.4,2.0,31276
X2,2019,Semi-Auto,2975,Petrol,150,34.0,2.0,36451
4 Series,2014,Manual,22908,Diesel,125,58.9,2.0,13991
X2,2019,Semi-Auto,1644,Petrol,145,36.2,2.0,29343
1 Series,2016,Manual,25000,Diesel,20,70.6,1.5,11499
1 Series,2017,Automatic,26000,Diesel,125,61.4,2.0,15490
X4,2019,Semi-Auto,1501,Diesel,145,40.9,3.0,41995
5 Series,2016,Semi-Auto,21698,Diesel,30,62.8,2.0,15990
3 Series,2014,Automatic,54842,Diesel,30,62.8,2.0,13499
7 Series,2017,Semi-Auto,28998,Petrol,300,35.3,4.4,33990
3 Series,2019,Semi-Auto,14320,Diesel,145,54.3,2.0,23298
3 Series,2015,Manual,54905,Diesel,125,58.9,2.0,12110
3 Series,2018,Semi-Auto,16360,Diesel,145,57.7,2.0,22998
2 Series,2014,Manual,14264,Petrol,160,44.8,2.0,11799
1 Series,2019,Manual,14735,Diesel,145,78.5,1.5,14950
X1,2019,Semi-Auto,7895,Petrol,145,40.9,1.5,24480
3 Series,2020,Manual,5,Diesel,145,56.5,2.0,24490
4 Series,2019,Semi-Auto,13,Petrol,145,45.6,2.0,23975
5 Series,2014,Semi-Auto,82681,Diesel,30,62.8,2.0,9998
3 Series,2019,Semi-Auto,6012,Diesel,150,52.3,2.0,26480
X7,2019,Semi-Auto,1657,Diesel,145,31.4,3.0,73990
3 Series,2018,Semi-Auto,19620,Petrol,145,48.7,2.0,20498
X1,2016,Manual,44434,Diesel,125,58.9,2.0,15999
3 Series,2017,Automatic,88227,Petrol,125,54.3,1.5,10700
2 Series,2019,Semi-Auto,4400,Petrol,145,46.3,2.0,28640
2 Series,2019,Semi-Auto,2279,Diesel,150,65.7,2.0,23995
4 Series,2019,Semi-Auto,11,Diesel,145,58.9,2.0,25990
4 Series,2017,Automatic,14393,Petrol,145,48.7,2.0,20489
1 Series,2016,Manual,55987,Diesel,20,70.6,1.5,11759
4 Series,2019,Automatic,10,Diesel,145,60.1,2.0,39995
1 Series,2014,Manual,33580,Petrol,200,42.8,2.0,13990
2 Series,2015,Semi-Auto,41896,Petrol,260,37.2,3.0,17498
2 Series,2016,Manual,18840,Petrol,125,52.3,1.5,12306
4 Series,2017,Automatic,37842,Diesel,145,65.7,2.0,17410
X3,2020,Semi-Auto,102,Diesel,145,54.3,2.0,35995
3 Series,2014,Manual,60301,Diesel,30,61.4,2.0,11480
3 Series,2018,Semi-Auto,12513,Diesel,145,51.4,3.0,27000
2 Series,2017,Automatic,8012,Petrol,150,53.3,1.5,16400
1 Series,2018,Automatic,20022,Diesel,150,48.7,2.0,19990
2 Series,2016,Manual,37828,Petrol,205,42.8,2.0,15342
2 Series,2019,Semi-Auto,4923,Petrol,145,47.9,2.0,20999
3 Series,2020,Semi-Auto,10,Diesel,145,50.4,2.0,31980
5 Series,2019,Semi-Auto,6360,Diesel,145,65.7,2.0,26350
2 Series,2016,Semi-Auto,20348,Petrol,200,39.8,3.0,21490
5 Series,2020,Automatic,110,Diesel,145,44.8,2.0,34550
3 Series,2019,Semi-Auto,8576,Diesel,145,49.6,2.0,33475
1 Series,2019,Manual,2630,Petrol,145,44.1,1.5,21980
4 Series,2018,Manual,7621,Diesel,150,62.8,2.0,19495
M3,2015,Semi-Auto,37249,Petrol,300,34.0,3.0,34269
2 Series,2019,Semi-Auto,5555,Petrol,145,38.2,3.0,30000
5 Series,2016,Automatic,28344,Diesel,30,62.8,2.0,16100
3 Series,2016,Semi-Auto,16890,Diesel,160,51.4,3.0,22500
3 Series,2015,Manual,73017,Diesel,20,68.9,2.0,8691
3 Series,2019,Automatic,4586,Diesel,145,52.3,2.0,27780
X1,2017,Semi-Auto,29647,Diesel,145,57.7,2.0,18995
X5,2015,Automatic,44087,Diesel,200,47.1,3.0,27844
3 Series,2015,Semi-Auto,75238,Petrol,125,54.3,1.5,10370
X7,2020,Semi-Auto,3116,Diesel,145,31.4,3.0,72000
3 Series,2013,Semi-Auto,21940,Diesel,125,58.9,2.0,15000
1 Series,2015,Manual,30241,Diesel,20,72.4,1.5,11995
3 Series,2013,Semi-Auto,46121,Diesel,30,62.8,2.0,9998
3 Series,2015,Semi-Auto,47773,Diesel,125,58.9,2.0,15000
3 Series,2018,Automatic,16986,Diesel,145,64.2,2.0,20690
3 Series,2020,Semi-Auto,5302,Diesel,145,45.6,3.0,39995
X1,2019,Semi-Auto,5845,Diesel,145,50.4,2.0,27980
3 Series,2019,Manual,5385,Diesel,145,54.3,2.0,30000
4 Series,2016,Automatic,60975,Diesel,20,70.6,2.0,13399
2 Series,2016,Manual,62379,Diesel,30,62.8,2.0,13699
7 Series,2017,Automatic,20671,Diesel,125,57.6,3.0,27500
8 Series,2019,Semi-Auto,1897,Diesel,145,39.8,3.0,64103
5 Series,2019,Semi-Auto,5271,Petrol,145,46.3,2.0,30995
X5,2019,Semi-Auto,4860,Diesel,145,37.7,3.0,49000
2 Series,2020,Manual,10,Diesel,145,64.2,2.0,22450
3 Series,2017,Semi-Auto,28332,Hybrid,0,134.5,2.0,18998
X3,2017,Semi-Auto,22749,Diesel,150,54.3,2.0,25999
6 Series,2017,Automatic,11541,Petrol,145,31.0,4.4,35000
4 Series,2020,Semi-Auto,9,Diesel,145,51.4,3.0,33890
1 Series,2012,Manual,73853,Diesel,125,60.1,2.0,5495
X6,2019,Semi-Auto,4000,Petrol,145,26.4,3.0,63999
3 Series,2016,Automatic,74000,Diesel,30,64.2,2.0,13495
X3,2016,Semi-Auto,34274,Diesel,145,54.3,2.0,18995
5 Series,2015,Manual,52217,Diesel,125,60.1,2.0,12999
X3,2016,Automatic,35671,Diesel,145,54.3,2.0,19750
4 Series,2018,Automatic,27000,Petrol,150,48.7,2.0,18000
X5,2019,Semi-Auto,6007,Diesel,145,33.6,3.0,55990
5 Series,2015,Automatic,29269,Diesel,20,68.9,2.0,14499
1 Series,2018,Automatic,9951,Petrol,145,37.2,1.5,15000
1 Series,2017,Automatic,25611,Petrol,145,39.8,3.0,21880
1 Series,2017,Manual,30846,Petrol,125,53.3,1.5,11250
3 Series,2019,Automatic,9582,Petrol,145,48.7,2.0,20966
4 Series,2017,Semi-Auto,31250,Diesel,150,65.7,2.0,18980
5 Series,2019,Automatic,1200,Diesel,145,62.8,2.0,31460
X1,2017,Automatic,18404,Diesel,145,60.1,2.0,18700
3 Series,2013,Manual,36494,Diesel,20,68.9,2.0,10480
5 Series,2019,Automatic,123,Petrol,145,50.4,2.0,29830
3 Series,2019,Semi-Auto,11571,Diesel,145,54.3,2.0,22980
Z4,2019,Semi-Auto,6000,Petrol,145,38.7,2.0,32989
Z4,2020,Semi-Auto,11,Petrol,145,38.7,2.0,29990
X7,2019,Semi-Auto,5071,Diesel,145,33.6,3.0,61875
3 Series,2016,Manual,101930,Diesel,20,72.4,2.0,8695
X1,2016,Manual,58557,Diesel,20,68.9,2.0,12999
X1,2013,Automatic,78661,Diesel,165,52.3,2.0,8790
X5,2017,Automatic,32771,Diesel,145,47.1,3.0,33991
4 Series,2017,Semi-Auto,16448,Diesel,145,65.7,2.0,20910
1 Series,2016,Manual,9574,Diesel,30,62.8,2.0,14497
1 Series,2016,Manual,17705,Petrol,125,52.3,1.5,13200
5 Series,2018,Semi-Auto,14102,Diesel,145,68.9,2.0,22600
3 Series,2015,Semi-Auto,48812,Diesel,160,51.4,3.0,16365
M4,2015,Semi-Auto,26637,Petrol,300,34.0,3.0,29990
1 Series,2017,Automatic,37834,Diesel,145,67.3,2.0,16185
5 Series,2017,Automatic,28762,Diesel,30,62.8,2.0,15750
7 Series,2019,Semi-Auto,19870,Petrol,150,33.6,3.0,42950
1 Series,2012,Manual,68397,Diesel,30,62.8,2.0,7000
1 Series,2016,Semi-Auto,26804,Diesel,20,68.9,1.5,14802
1 Series,2019,Manual,3312,Petrol,145,52.3,1.5,17697
4 Series,2016,Automatic,83259,Diesel,30,65.7,2.0,13300
1 Series,2013,Semi-Auto,42786,Petrol,235,37.7,3.0,14498
1 Series,2019,Manual,12250,Diesel,150,70.6,1.5,18998
i3,2017,Automatic,23956,Other,135,470.8,0.6,19500
X4,2019,Semi-Auto,6982,Diesel,145,40.9,3.0,38980
X5,2019,Automatic,10923,Diesel,145,37.7,3.0,45840
4 Series,2017,Automatic,26800,Diesel,30,65.7,2.0,16507
X1,2016,Automatic,13553,Petrol,160,44.8,2.0,21000
1 Series,2016,Manual,35447,Diesel,20,68.9,2.0,11250
4 Series,2016,Semi-Auto,73921,Diesel,160,51.4,3.0,15790
5 Series,2017,Semi-Auto,21704,Diesel,145,62.8,2.0,26495
3 Series,2011,Manual,48000,Diesel,145,55.4,2.0,11995
3 Series,2018,Automatic,36287,Petrol,145,48.7,2.0,16600
2 Series,2019,Automatic,8205,Petrol,145,32.5,3.0,26995
2 Series,2019,Manual,6649,Petrol,145,42.2,1.5,21500
7 Series,2017,Automatic,73348,Diesel,145,54.3,3.0,29995
3 Series,2010,Manual,77523,Diesel,30,62.8,2.0,5490
X2,2020,Semi-Auto,103,Petrol,150,34.0,2.0,34990
4 Series,2020,Automatic,2500,Petrol,145,48.7,2.0,32583
X2,2020,Semi-Auto,101,Petrol,145,39.2,2.0,30413
1 Series,2018,Semi-Auto,10812,Petrol,150,32.5,3.0,23980
4 Series,2017,Semi-Auto,29819,Diesel,145,50.4,3.0,23475
2 Series,2019,Automatic,1247,Diesel,145,68.9,2.0,22995
2 Series,2019,Semi-Auto,3748,Petrol,145,47.9,2.0,21995
